area	company	pay
노원구	js스크린골프	6100
강남구	스파오 강남점	6800
마포구	이탈리안 레스토랑 보나베띠 공덕역점	6030
서대문구	더풋샵 서대문역점	7000
강서구	베스킨라빈스화곡역점	6030
양천구	이랜드 애슐리	7236
송파구	요술포차 신천점	7500
강남구	세븐일레븐	6100
동작구	반디앤스타	6030
동대문구	즐거운약국	7000
강남구	델리뉴스 삼릉공원점	6500
영등포구	이디야 커피 영등포 로타리점	6300
강남구	계절밥상 코엑스몰점	7240
강동구	공차 고덕역점	6030
강북구	nIne Bar	30000
서초구	계절밥상 강남역점	7240
송파구	올리브영 장지역점	7240
구로구	신규오픈45호점	6030
양천구	현대백화점 목동점	6100
송파구	미니스톱송파삼성점	6500
강남구	㈜반장푸드	6700
성동구	단골약국	7000
동작구	중앙대부속중학교	7000
금천구	CU(구,훼미리마트) 독산백광점	6500
구로구	쥬씨 구로구청점	6300
영등포구	영등포 속청한의원	6500
종로구	사과나무	6500
서초구	롯데리아 터미널점	6300
중구	올리브영 신당점(CJ올리브네트웍스)	7240
강남구	CJ올리브영 선정릉역점 (CJ올리브네트웍스)	7240
종로구	CJ올리브네트웍스 올리브영 대학로중앙점	7240
강남구	롯데리아 선릉점	7600
영등포구	㈜이랜드파크 외식사업부	7240
관악구	롯데리아 구로디지털역점	6030
강남구	오너스 스크린	6500
강남구	미니스톱 압구정 3호점	6030
강서구	셀덴	6050
용산구	빙봉	7000
강남구	405 kitchen 강남점	6700
영등포구	슈퍼커피 여의도역점	6200
서대문구	앤티앤스 이화여대점	6500
금천구	아이티휘트니스	7000
구로구	신규오픈45호점	6030
도봉구	배스킨라빈스 신창	6030
종로구	익선동121	7000
성북구	씨에프	6030
강서구	식신매운양푼왕갈비	7000
동작구	GS25 동작우체국점	6030
중구	올리브영본점	7800
강남구	미스터피자 양재점	8000
서초구	하남돼지집 서초교대점	7000
강동구	맥도날드 중랑점	7500
광진구	롯데리아 건대스타시티점	6030
강동구	맥도날드 대전 유성 DT점	7500
관악구	메카독서실	6030
영등포구	GS25 영등포 우성점	6030
영등포구	여의도 씨티커피	6500
중구	한국청소년정책연구원 부설 학업중단예방 및	7500
영등포구	봉추찜닭 여의도공원점	6300
관악구	배스킨라빈스 보라매타운점	6030
강동구	맥도날드 순천중앙동점	7500
도봉구	롯데리아 홈플러스방학점	6030
양천구	디앤비	6030
강남구	한국미니스톱	7236
서대문구	와규앤다이닝	6300
강동구	해피데이pc방	6100
강남구	헨델과그레텔	6300
중구	달콤커피시청오버더디쉬점	6100
강북구	GS25강북구청점	6030
종로구	플러스커피앤코	6400
관악구	김영봉이비인후과의원	6300
종로구	글라세라떼	6500
서초구	㈜젭스	6500
서초구	버거킹 남부터미널	6030
구로구	㈜인코코코리아	6500
강동구	맥도날드 용인수지점	7500
강동구	썬bar	16000
강동구	맥도날드 암사점	7500
관악구	배스킨서울대입구점	6100
양천구	㈜쥬비스그룹	7500
송파구	슈어엠주식회사	8000
영등포구	치킨뱅이	7000
관악구	스마트터치	10000
송파구	토즈스터디센터 거여 센터 피투피시스템즈	6100
서초구	버거킹 남부터미널	6030
마포구	피자헛 홍대본점	7500
구로구	피자헛 테크노마트신도림점	7240
강남구	왓슨스 코리아 신사2호점	7300
성동구	라땅뜨 왕십리점	7000
성북구	신규오픈11호점	6030
노원구	하남돼지집 노원직영점	7000
중랑구	롯데리아 면목중앙점	6130
관악구	맥도날드 사당역점	8000
강서구	㈜이랜드파크 외식사업부	7240
강남구	VIPS 도곡역점	7240
구로구	엔제리너스 구로디지털점	6030
서초구	두루두루	7500
서초구	버거킹 남부터미널점	6030
강남구	글로벌파이 어학원	6500
양천구	COLOR  PC  ZONE	6400
종로구	서울극장	7236
광진구	자양 NTOP PC CAFE	6300
서초구	치뽈라	6500
강남구	㈜피오피푸드빌/ CHINNMEAL	7000
은평구	파리바게뜨 은평신사점	6030
영등포구	보드람치킨(KBS)	7000
강남구	빽다방 강남소망점	7000
관악구	돈파스팔레	6030
마포구	올리브영 홍익대점(CJ올리브네트웍스)	7240
노원구	뷰바	10000
양천구	행복한백화점 목동점	6250
강북구	씨엘 PC방	6030
강남구	㈜카페루카코리아	6100
구로구	강릉명가교동 구로디지털2호점	6100
마포구	르돌치일구사육	6030
강남구	강남우리집의원	6500
서초구	버거킹 방배점	6030
강남구	던킨도너츠	6030
동작구	올리브영 노량진역점(CJ올리브네트웍스)	7240
마포구	올리브영 홍익대점(CJ올리브네트웍스)	7240
서초구	버거킹 방배점	6030
서초구	버거킹 방배점	6030
마포구	도쿄라인팝 - 포토샵&일본어 가능자 모집	6500
구로구	육전면사무소 구로디지털점	6500
마포구	한국기업금융평가원	10000
송파구	쇼우군 한타로	7000
금천구	Red PC방	6300
용산구	세븐일레븐 용산웰츠타워점	6030
영등포구	엠엠티에이치016	6300
동작구	올리브영 노량진역점(CJ올리브네트웍스)	7240
서초구	버거킹 방배점	6030
광진구	자양 NTOP PC CAFE	6300
서초구	치뽈라	6500
강남구	㈜피오피푸드빌/ CHINNMEAL	7000
은평구	파리바게뜨 은평신사점	6030
영등포구	보드람치킨(KBS)	7000
강남구	빽다방 강남소망점	7000
관악구	돈파스팔레	6030
마포구	올리브영 홍익대점(CJ올리브네트웍스)	7240
노원구	뷰바	10000
양천구	행복한백화점 목동점	6250
강북구	씨엘 PC방	6030
강남구	㈜카페루카코리아	6100
구로구	강릉명가교동 구로디지털2호점	6100
마포구	르돌치일구사육	6030
강남구	강남우리집의원	6500
서초구	버거킹 방배점	6030
강남구	던킨도너츠	6030
동작구	올리브영 노량진역점(CJ올리브네트웍스)	7240
마포구	올리브영 홍익대점(CJ올리브네트웍스)	7240
서초구	버거킹 방배점	6030
서초구	버거킹 방배점	6030
마포구	도쿄라인팝 - 포토샵&일본어 가능자 모집	6500
구로구	육전면사무소 구로디지털점	6500
마포구	한국기업금융평가원	10000
송파구	쇼우군 한타로	7000
금천구	Red PC방	6300
용산구	세븐일레븐 용산웰츠타워점	6030
영등포구	엠엠티에이치016	6300
동작구	올리브영 노량진역점(CJ올리브네트웍스)	7240
서초구	버거킹 방배점	6030
관악구	투썸플레이스신림역점	6030
서대문구	던킨도너츠 충정로역점	6030
금천구	㈜레드아이	7300
서초구	버거킹 방배점	6030
송파구	롯데리아 홈플러스잠실점	6030
종로구	오세븐스	6300
금천구	애슐리	6300
강동구	오가다 강동 경희대 한방 병원점	6200
성동구	㈜대현컴퍼니	7000
영등포구	토프레소	6030
강서구	새마을식당	7500
강동구	몬스터pc방	6100
동작구	올리브영 노량진역점(CJ올리브네트웍스)	7240
서초구	롯데리아 사당점	6030
강남구	스타일㈜	7000
서초구	코믹베어	6100
금천구	미니스톱가산에이스점	6100
마포구	네스카페마포kpx점	6030
강서구	상추쌈	6100
종로구	쓰리팬스	7000
양천구	다쯔미 목동점	6500
강남구	철든놈 제2공장	7245
강서구	바디녹스 필라테스	6500
서초구	롯데리아 사당점	6030
서초구	롯데리아 사당점	6030
동대문구	올리브영 서울시립대점	7240
중구	파스쿠찌 서울시청점	6100
관악구	㈜천사대리운전	8000
성동구	제이스타일	40000
중구	주식회사 삼우에프앤비	7000
중구	노유민코페(동대문점)	7000
강남구	커피주네(JUNE)	6300
구로구	청호나이스이렌탈직영점	6100
종로구	이디야 대학로점	6030
마포구	세븐일레븐(공덕자이점)	6300
노원구	사이버랜드pc방 야간 아르바이트	6030
서초구	대가방서초점[대가향]	8000
마포구	카페여유	6100
중구	이디야커피명동중앙점	6030
송파구	커피전문점 포트오브모카[송파 마천점]	6200
강북구	㈜이랜드파크 수사	7000
강남구	버거킹 수서점	6030
강남구	버거킹 수서점	6030
강남구	버거킹 수서점	6030
영등포구	GS25대림성모점	6030
강남구	버거킹 수서점	6030
강서구	차앤유클리닉	7000
강북구	수유점 맥도날드	6030
용산구	한국 피자헛 / 숙대점	6300
강서구	연세차앤유코스메틱	7000
서초구	맥도날드	8000
동대문구	니카이	6700
중구	프라자	7000
노원구	올리브영 롯데마트중계점 (CJ 올리브네트웍	7240
성북구	하남돼지집 성신여대점	7300
서대문구	미스터피자 명지대점	6030
양천구	(목동)제주연탄고기	7500
마포구	화이브밥	6300
강서구	연세차앤유클리닉	10000
강서구	목화주유소	6030
금천구	㈜플레잉팩토리	6200
서초구	㈜옥산토닝	6030
강남구	로바타진	8000
강동구	고덕경희온누리약구	6500
강남구	던킨도너츠 개포동역점	6030
광진구	브라운 브레드 커피 (세종대점)	6100
서초구	아트박스(도로시)	6030
서대문구	ib	10000
동대문구	커핀 그루나루 외대점	6030
중구	비해피컴퍼니/카페베네 동국대입구역	7500
마포구	cu공덕역점	6030
도봉구	텐바이텐	6100
중구	엔제리너스롯데호텔명동점	6030
영등포구	올리브영 타임스퀘어아트리움점	7240
마포구	CJ 올리브네트웍스	7240
관악구	엔제리너스 구로디지털역점	6030
영등포구	코와핀전경련점	6030
강남구	마레정원	7500
광진구	아트쉐어 건대 커먼그라운점	6200
서초구	해성 스크린 골프	6500
서초구	바름미디어-서초스튜디오	6500
은평구	신선설농탕 연신내점	6300
송파구	이랜드/로운	6500
광진구	엔제리너스 롯데시네건대점	7000
용산구	크리스피크림도넛_ 남영역점	6030
용산구	크리스피크림도넛_ 남영역점	6030
영등포구	올리브영 아트리움점	7240
강남구	투썸플레이스 압구정CGV점	7240
중구	맥도날드 명동점	6200
영등포구	CJ푸드빌 제일제면소 영등포타임스퀘어점	7240
성북구	GS25 월곡역점	6030
성북구	사이야 돈암동점	7000
서초구	버거킹	6030
마포구	GLT장학학원	7000
서초구	버거킹	6030
동작구	본PC(숭실대점)	6030
마포구	㈜씨코헬스케어	7000
서초구	버거킹	6030
마포구	던킨도너츠 마포점	6030
중구	올리브영 신당점(CJ올리브네트웍스)	7240
광진구	㈜원스타일	6030
노원구	피노파밀리아	10000
용산구	우리약국	7000
강남구	㈜에스디스퀘어 신사점	6500
서초구	버거킹 교대역점	6030
강남구	명품수학학원	8000
동대문구	GS25신설으뜸점.	6100
영등포구	7번가피자 영등포점	8500
송파구	세븐일레븐 가락대림점	6500
서초구	버거킹 교대점	6030
광진구	군자피씨방	6300
강남구	㈜옐로오투오	6500
종로구	커피양탄국	6500
강남구	문터커피	6500
서대문구	미스터피자 이대점	7500
동작구	롯데리아 노량진점	8000
서대문구	롯데리아 홍제역점	6030
강남구	미스터피자 양재점	8000
강남구	세븐일레븐 삼성6호점	6030
중랑구	(obarnabar)	15000
구로구	롯데리아 구로시장점	6030
송파구	BHC개롱역점	6500
강북구	킹스턴커피 미아점	6030
중구	TM2	20000
강서구	## 화곡역 삼국지 중식 레스토랑 ##	6300
동작구	이수점 아이닉스PC방 1호점	6030
강남구	니꾸자가	7000
송파구	맛닭꼬	6500
강남구	스피드열쇠	6500
강서구	개화산헬스	6030
서초구	㈜제이와이디	6500
중랑구	로즈버드디저트카페	6030
서초구	배스킨라빈스CAFE31교대점	6030
마포구	왓슨스 홍대놀이터점	7300
마포구	롯데리아 신촌로터리점	6130
영등포구	VIPS 여의도점	7240
서초구	이디야 양재언남점	6500
강동구	배스킨라빈스 강일동점	6030
서초구	㈜엠디마케팅	7000
동대문구	애프리콧	6200
종로구	더 진국 동대문점	9000
강남구	리틀족발이 논현본점	7100
서초구	추억속의 그다방	7000
서초구	㈜JTB그룹	6500
종로구	카페베네성대점	6030
서초구	toms project	6500
성북구	미소야(동소문점)	6030
서초구	카페베네사당메트로점	7500
동작구	숭실대학교소비자생활협동조합	6300
마포구	롯데리아 / 홍대점	6130
용산구	크리스피크림도넛_ 원효로커미서리점	7000
성북구	배스킨라빈스 길음뉴타운점	6030
서대문구	던킨도너츠 충정로역점	6030
구로구	애슐리 구로지밸리몰점	7000
성동구	블랙홀pc방	6300
금천구	파리바게뜨 가산에이스점	6100
서초구	이랜드외식	7000
중구	히르 돈카츠	7500
동대문구	㈜톰앤래빗	6030
서초구	이디야 예술의전당점	6500
강남구	스타일커피 STYLE COFFEE	6500
강남구	청암네트웍스㈜	7000
용산구	삼성물산㈜패션부문	6800
서초구	캐치미	9000
마포구	㈜파고드디자인	6200
서초구	㈜GBY	6500
송파구	맛닭꼬	6500
강남구	스피드열쇠	6500
강서구	개화산헬스	6030
서초구	㈜제이와이디	6500
중랑구	로즈버드디저트카페	6030
서초구	배스킨라빈스CAFE31교대점	6030
마포구	왓슨스 홍대놀이터점	7300
마포구	롯데리아 신촌로터리점	6130
영등포구	VIPS 여의도점	7240
서초구	이디야 양재언남점	6500
강동구	배스킨라빈스 강일동점	6030
서초구	㈜엠디마케팅	7000
동대문구	애프리콧	6200
종로구	더 진국 동대문점	9000
강남구	리틀족발이 논현본점	7100
서초구	추억속의 그다방	7000
서초구	㈜JTB그룹	6500
종로구	카페베네성대점	6030
서초구	toms project	6500
성북구	미소야(동소문점)	6030
서초구	카페베네사당메트로점	7500
동작구	숭실대학교소비자생활협동조합	6300
